'Arab World', 'ARB', 'Bird species, threatened', 'EN.BIR.THRD.NO', 2015, 297
'Arab World', 'ARB', 'Business extent of disclosure index 0=less disclosure to 10=more disclosure', 'IC.BUS.DISC.XQ', 2015, 5.66666666666667
'Serbia', 'SRB', 'Principal repayments on external debt, private nonguaranteed PNG AMT, current US$', 'DT.AMT.DPNG.CD', 2015, 0
'Serbia', 'SRB', 'Private credit bureau coverage % of adults', 'IC.CRD.PRVT.ZS', 2015, 100
'Serbia', 'SRB', 'Procedures to build a warehouse number', 'IC.WRH.PROC', 2015, 18
'Serbia', 'SRB', 'Procedures to register property number', 'IC.PRP.PROC', 2015, 6
'Serbia', 'SRB', 'Profit tax % of commercial profits', 'IC.TAX.PRFT.CP.ZS', 2015, 16
'Serbia', 'SRB', 'Proportion of seats held by women in national parliaments %', 'SG.GEN.PARL.ZS', 2015, 34
'Serbia', 'SRB', 'Public credit registry coverage % of adults', 'IC.CRD.PUBL.ZS', 2015, 0
'Serbia', 'SRB', 'Source data assessment of statistical capacity scale 0 - 100', 'IQ.SCI.SRCE', 2015, 100
'Serbia', 'SRB', 'Start-up procedures to register a business number', 'IC.REG.PROC', 2015, 6
'Serbia', 'SRB', 'Strength of legal rights index 0=weak to 12=strong', 'IC.LGL.CRED.XQ', 2015, 5
'Serbia', 'SRB', 'Tax payments number', 'IC.TAX.PAYM', 2015, 42
'Serbia', 'SRB', 'Time required to build a warehouse days', 'IC.WRH.DURS', 2015, 272
'Serbia', 'SRB', 'Time required to enforce a contract days', 'IC.LGL.DURS', 2015, 635
'Serbia', 'SRB', 'Time required to get electricity days', 'IC.ELC.TIME', 2015, 131
'Serbia', 'SRB', 'Time required to register property days', 'IC.PRP.DURS', 2015, 54
'Serbia', 'SRB', 'Time required to start a business days', 'IC.REG.DURS', 2015, 12
'Serbia', 'SRB', 'Time to prepare and pay taxes hours', 'IC.TAX.DURS', 2015, 244.3
'Serbia', 'SRB', 'Time to resolve insolvency years', 'IC.ISV.DURS', 2015, 2
'Serbia', 'SRB', 'Total tax rate % of commercial profits', 'IC.TAX.TOTL.CP.ZS', 2015, 39.7
'Seychelles', 'SYC', 'Bank capital to assets ratio %', 'FB.BNK.CAPA.ZS', 2015, 10.366141179724302
'Seychelles', 'SYC', 'Bank nonperforming loans to total gross loans %', 'FB.AST.NPER.ZS', 2015, 7.36645968808893
'Seychelles', 'SYC', 'Bird species, threatened', 'EN.BIR.THRD.NO', 2015, 11
'Seychelles', 'SYC', 'Business extent of disclosure index 0=less disclosure to 10=more disclosure', 'IC.BUS.DISC.XQ', 2015, 4
'Seychelles', 'SYC', 'Cost of business start-up procedures % of GNI per capita', 'IC.REG.COST.PC.ZS', 2015, 14.2
'Seychelles', 'SYC', 'Depth of credit information index 0=low to 8=high', 'IC.CRD.INFO.XQ', 2015, 6
'Seychelles', 'SYC', 'Distance to frontier score 0=lowest performance to 100=frontier', 'IC.BUS.DFRN.XQ', 2015, 61.05
'Seychelles', 'SYC', 'Ease of doing business index 1=most business-friendly regulations', 'IC.BUS.EASE.XQ', 2015, 95
'Seychelles', 'SYC', 'Fish species, threatened', 'EN.FSH.THRD.NO', 2015, 20
'Seychelles', 'SYC', 'Improved sanitation facilities % of population with access', 'SH.STA.ACSN', 2015, 98.4
'Seychelles', 'SYC', 'Improved sanitation facilities, rural % of rural population with access', 'SH.STA.ACSN.RU', 2015, 98.4
'Seychelles', 'SYC', 'Improved sanitation facilities, urban % of urban population with access', 'SH.STA.ACSN.UR', 2015, 98.4
'Seychelles', 'SYC', 'Improved water source % of population with access', 'SH.H2O.SAFE.ZS', 2015, 95.7
'Seychelles', 'SYC', 'Improved water source, rural % of rural population with access', 'SH.H2O.SAFE.RU.ZS', 2015, 95.7
'Seychelles', 'SYC', 'Improved water source, urban % of urban population with access', 'SH.H2O.SAFE.UR.ZS', 2015, 95.7
'Seychelles', 'SYC', 'Labor tax and contributions % of commercial profits', 'IC.TAX.LABR.CP.ZS', 2015, 2.3
'Seychelles', 'SYC', 'Mammal species, threatened', 'EN.MAM.THRD.NO', 2015, 6
'Seychelles', 'SYC', 'Methodology assessment of statistical capacity scale 0 - 100', 'IQ.SCI.MTHD', 2015, 80
'Seychelles', 'SYC', 'Mortality rate, infant per 1,000 live births', 'SP.DYN.IMRT.IN', 2015, 11.7
'Seychelles', 'SYC', 'Mortality rate, infant, female per 1,000 live births', 'SP.DYN.IMRT.FE.IN', 2015, 10.7
'Seychelles', 'SYC', 'Mortality rate, infant, male per 1,000 live births', 'SP.DYN.IMRT.MA.IN', 2015, 12.6
'Seychelles', 'SYC', 'Mortality rate, neonatal per 1,000 live births', 'SH.DYN.NMRT', 2015, 8.6
'Seychelles', 'SYC', 'Mortality rate, under-5 per 1,000', 'SH.DYN.MORT', 2015, 13.6
'Seychelles', 'SYC', 'Mortality rate, under-5, female per 1,000 live births', 'SH.DYN.MORT.FE', 2015, 12.4
'Seychelles', 'SYC', 'Mortality rate, under-5, male per 1,000 live births', 'SH.DYN.MORT.MA', 2015, 14.6
'Seychelles', 'SYC', 'Number of infant deaths', 'SH.DTH.IMRT', 2015, 20
'Seychelles', 'SYC', 'Number of neonatal deaths', 'SH.DTH.NMRT', 2015, 14
'Seychelles', 'SYC', 'Number of under-five deaths', 'SH.DTH.MORT', 2015, 23
'Seychelles', 'SYC', 'Other taxes payable by businesses % of commercial profits', 'IC.TAX.OTHR.CP.ZS', 2015, 9
'Seychelles', 'SYC', 'Overall level of statistical capacity scale 0 - 100', 'IQ.SCI.OVRL', 2015, 65.5555333333333
'Seychelles', 'SYC', 'Periodicity and timeliness assessment of statistical capacity scale 0 - 100', 'IQ.SCI.PRDC', 2015, 56.6666
'Seychelles', 'SYC', 'Plant species higher, threatened', 'EN.HPT.THRD.NO', 2015, 62
'Seychelles', 'SYC', 'Private credit bureau coverage % of adults', 'IC.CRD.PRVT.ZS', 2015, 0
'Seychelles', 'SYC', 'Procedures to build a warehouse number', 'IC.WRH.PROC', 2015, 17
'Seychelles', 'SYC', 'Procedures to register property number', 'IC.PRP.PROC', 2015, 4
'Seychelles', 'SYC', 'Profit tax % of commercial profits', 'IC.TAX.PRFT.CP.ZS', 2015, 18.8
'Seychelles', 'SYC', 'Proportion of seats held by women in national parliaments %', 'SG.GEN.PARL.ZS', 2015, 43.75
'Seychelles', 'SYC', 'Public credit registry coverage % of adults', 'IC.CRD.PUBL.ZS', 2015, 47.5
'Seychelles', 'SYC', 'Source data assessment of statistical capacity scale 0 - 100', 'IQ.SCI.SRCE', 2015, 60
'Seychelles', 'SYC', 'Start-up procedures to register a business number', 'IC.REG.PROC', 2015, 9
'Seychelles', 'SYC', 'Strength of legal rights index 0=weak to 12=strong', 'IC.LGL.CRED.XQ', 2015, 2
'Seychelles', 'SYC', 'Tax payments number', 'IC.TAX.PAYM', 2015, 29
'Seychelles', 'SYC', 'Time required to build a warehouse days', 'IC.WRH.DURS', 2015, 151
'Seychelles', 'SYC', 'Time required to enforce a contract days', 'IC.LGL.DURS', 2015, 915
'Seychelles', 'SYC', 'Time required to get electricity days', 'IC.ELC.TIME', 2015, 137
'Seychelles', 'SYC', 'Time required to register property days', 'IC.PRP.DURS', 2015, 33
'Seychelles', 'SYC', 'Time required to start a business days', 'IC.REG.DURS', 2015, 32
'Seychelles', 'SYC', 'Time to prepare and pay taxes hours', 'IC.TAX.DURS', 2015, 85
'Seychelles', 'SYC', 'Time to resolve insolvency years', 'IC.ISV.DURS', 2015, 2
'Seychelles', 'SYC', 'Total tax rate % of commercial profits', 'IC.TAX.TOTL.CP.ZS', 2015, 30.1
'Sierra Leone', 'SLE', 'Bird species, threatened', 'EN.BIR.THRD.NO', 2015, 15
'Sierra Leone', 'SLE', 'Business extent of disclosure index 0=less disclosure to 10=more disclosure', 'IC.BUS.DISC.XQ', 2015, 6
'Sierra Leone', 'SLE', 'Cost of business start-up procedures % of GNI per capita', 'IC.REG.COST.PC.ZS', 2015, 44.2
'Sierra Leone', 'SLE', 'Depth of credit information index 0=low to 8=high', 'IC.CRD.INFO.XQ', 2015, 0
'Sierra Leone', 'SLE', 'Disbursements on external debt, long-term DIS, current US$', 'DT.DIS.DLXF.CD', 2015, 75304000
'Sierra Leone', 'SLE', 'Distance to frontier score 0=lowest performance to 100=frontier', 'IC.BUS.DFRN.XQ', 2015, 49.69
'Sierra Leone', 'SLE', 'Ease of doing business index 1=most business-friendly regulations', 'IC.BUS.EASE.XQ', 2015, 147
'Sierra Leone', 'SLE', 'Fish species, threatened', 'EN.FSH.THRD.NO', 2015, 56
'Sierra Leone', 'SLE', 'Improved sanitation facilities % of population with access', 'SH.STA.ACSN', 2015, 13.3
'Sierra Leone', 'SLE', 'Improved sanitation facilities, rural % of rural population with access', 'SH.STA.ACSN.RU', 2015, 6.9
'Sierra Leone', 'SLE', 'Improved sanitation facilities, urban % of urban population with access', 'SH.STA.ACSN.UR', 2015, 22.8
'Sierra Leone', 'SLE', 'Improved water source % of population with access', 'SH.H2O.SAFE.ZS', 2015, 62.6
'Sierra Leone', 'SLE', 'Improved water source, rural % of rural population with access', 'SH.H2O.SAFE.RU.ZS', 2015, 47.8
'Sierra Leone', 'SLE', 'Improved water source, urban % of urban population with access', 'SH.H2O.SAFE.UR.ZS', 2015, 84.9
'Sierra Leone', 'SLE', 'Interest payments on external debt, long-term INT, current US$', 'DT.INT.DLXF.CD', 2015, 5685000
'Sierra Leone', 'SLE', 'Interest payments on external debt, private nonguaranteed PNG INT, current US$', 'DT.INT.DPNG.CD', 2015, 0
'Sierra Leone', 'SLE', 'Labor tax and contributions % of commercial profits', 'IC.TAX.LABR.CP.ZS', 2015, 11.3
'Sierra Leone', 'SLE', 'Lifetime risk of maternal death %', 'SH.MMR.RISK.ZS', 2015, 5.93782378973531
'Sierra Leone', 'SLE', 'Lifetime risk of maternal death 1 in: rate varies by country', 'SH.MMR.RISK', 2015, 17
'Sierra Leone', 'SLE', 'Mammal species, threatened', 'EN.MAM.THRD.NO', 2015, 22
'Sierra Leone', 'SLE', 'Maternal mortality ratio modeled estimate, per 100,000 live births', 'SH.STA.MMRT', 2015, 1360
'Sierra Leone', 'SLE', 'Methodology assessment of statistical capacity scale 0 - 100', 'IQ.SCI.MTHD', 2015, 50
'Sierra Leone', 'SLE', 'Mortality rate, infant per 1,000 live births', 'SP.DYN.IMRT.IN', 2015, 87.1
'Sierra Leone', 'SLE', 'Mortality rate, infant, female per 1,000 live births', 'SP.DYN.IMRT.FE.IN', 2015, 80.5
'Sierra Leone', 'SLE', 'Mortality rate, infant, male per 1,000 live births', 'SP.DYN.IMRT.MA.IN', 2015, 93.2
'Sierra Leone', 'SLE', 'Mortality rate, neonatal per 1,000 live births', 'SH.DYN.NMRT', 2015, 34.9
'Sierra Leone', 'SLE', 'Mortality rate, under-5 per 1,000', 'SH.DYN.MORT', 2015, 120.4
'Sierra Leone', 'SLE', 'Mortality rate, under-5, female per 1,000 live births', 'SH.DYN.MORT.FE', 2015, 113.1
'Sierra Leone', 'SLE', 'Mortality rate, under-5, male per 1,000 live births', 'SH.DYN.MORT.MA', 2015, 127.3
'Sierra Leone', 'SLE', 'Number of infant deaths', 'SH.DTH.IMRT', 2015, 19014
'Sierra Leone', 'SLE', 'Number of maternal deaths', 'SH.MMR.DTHS', 2015, 3100
'Sierra Leone', 'SLE', 'Number of neonatal deaths', 'SH.DTH.NMRT', 2015, 7615
'Sierra Leone', 'SLE', 'Number of under-five deaths', 'SH.DTH.MORT', 2015, 26466
'Sierra Leone', 'SLE', 'Other taxes payable by businesses % of commercial profits', 'IC.TAX.OTHR.CP.ZS', 2015, 0.9
'Sierra Leone', 'SLE', 'Overall level of statistical capacity scale 0 - 100', 'IQ.SCI.OVRL', 2015, 63.3333666666667
'Sierra Leone', 'SLE', 'Periodicity and timeliness assessment of statistical capacity scale 0 - 100', 'IQ.SCI.PRDC', 2015, 90.0001
'Sierra Leone', 'SLE', 'Plant species higher, threatened', 'EN.HPT.THRD.NO', 2015, 62
'Sierra Leone', 'SLE', 'PPG, bilateral AMT, current US$', 'DT.AMT.BLAT.CD', 2015, 3959000
'Sierra Leone', 'SLE', 'PPG, bilateral DIS, current US$', 'DT.DIS.BLAT.CD', 2015, 10641000
'Sierra Leone', 'SLE', 'PPG, bilateral INT, current US$', 'DT.INT.BLAT.CD', 2015, 2377000
'Sierra Leone', 'SLE', 'PPG, bonds AMT, current US$', 'DT.AMT.PBND.CD', 2015, 0
'Sierra Leone', 'SLE', 'PPG, bonds INT, current US$', 'DT.INT.PBND.CD', 2015, 0
'Sierra Leone', 'SLE', 'PPG, commercial banks AMT, current US$', 'DT.AMT.PCBK.CD', 2015, 0
'Sierra Leone', 'SLE', 'PPG, commercial banks DIS, current US$', 'DT.DIS.PCBK.CD', 2015, 0
'Sierra Leone', 'SLE', 'PPG, commercial banks INT, current US$', 'DT.INT.PCBK.CD', 2015, 0
'Sierra Leone', 'SLE', 'PPG, multilateral AMT, current US$', 'DT.AMT.MLAT.CD', 2015, 14805000
'Sierra Leone', 'SLE', 'PPG, multilateral DIS, current US$', 'DT.DIS.MLAT.CD', 2015, 64663000
'Sierra Leone', 'SLE', 'PPG, multilateral INT, current US$', 'DT.INT.MLAT.CD', 2015, 3308000
'Sierra Leone', 'SLE', 'PPG, official creditors AMT, current US$', 'DT.AMT.OFFT.CD', 2015, 18764000
'Sierra Leone', 'SLE', 'PPG, official creditors DIS, current US$', 'DT.DIS.OFFT.CD', 2015, 75304000
'Sierra Leone', 'SLE', 'PPG, official creditors INT, current US$', 'DT.INT.OFFT.CD', 2015, 5685000
'Sierra Leone', 'SLE', 'PPG, other private creditors AMT, current US$', 'DT.AMT.PROP.CD', 2015, 0
'Sierra Leone', 'SLE', 'PPG, other private creditors DIS, current US$', 'DT.DIS.PROP.CD', 2015, 0
'Sierra Leone', 'SLE', 'PPG, other private creditors INT, current US$', 'DT.INT.PROP.CD', 2015, 0
'Sierra Leone', 'SLE', 'PPG, private creditors AMT, current US$', 'DT.AMT.PRVT.CD', 2015, 0
'Sierra Leone', 'SLE', 'PPG, private creditors DIS, current US$', 'DT.DIS.PRVT.CD', 2015, 0
'Sierra Leone', 'SLE', 'PPG, private creditors INT, current US$', 'DT.INT.PRVT.CD', 2015, 0
'Sierra Leone', 'SLE', 'Principal repayments on external debt, long-term AMT, current US$', 'DT.AMT.DLXF.CD', 2015, 18764000
'Sierra Leone', 'SLE', 'Principal repayments on external debt, private nonguaranteed PNG AMT, current US$', 'DT.AMT.DPNG.CD', 2015, 0
'Sierra Leone', 'SLE', 'Private credit bureau coverage % of adults', 'IC.CRD.PRVT.ZS', 2015, 0
'Sierra Leone', 'SLE', 'Procedures to build a warehouse number', 'IC.WRH.PROC', 2015, 16
'Sierra Leone', 'SLE', 'Procedures to register property number', 'IC.PRP.PROC', 2015, 7
'Sierra Leone', 'SLE', 'Profit tax % of commercial profits', 'IC.TAX.PRFT.CP.ZS', 2015, 18.8
'Sierra Leone', 'SLE', 'Proportion of seats held by women in national parliaments %', 'SG.GEN.PARL.ZS', 2015, 12.396694214876002
'Sierra Leone', 'SLE', 'Public credit registry coverage % of adults', 'IC.CRD.PUBL.ZS', 2015, 1.2
'Sierra Leone', 'SLE', 'Source data assessment of statistical capacity scale 0 - 100', 'IQ.SCI.SRCE', 2015, 50
'Sierra Leone', 'SLE', 'Start-up procedures to register a business number', 'IC.REG.PROC', 2015, 6
'Sierra Leone', 'SLE', 'Strength of legal rights index 0=weak to 12=strong', 'IC.LGL.CRED.XQ', 2015, 5
'Sierra Leone', 'SLE', 'Tax payments number', 'IC.TAX.PAYM', 2015, 34
'Sierra Leone', 'SLE', 'Time required to build a warehouse days', 'IC.WRH.DURS', 2015, 166
'Sierra Leone', 'SLE', 'Time required to enforce a contract days', 'IC.LGL.DURS', 2015, 515
'Sierra Leone', 'SLE', 'Time required to get electricity days', 'IC.ELC.TIME', 2015, 82
'Sierra Leone', 'SLE', 'Time required to register property days', 'IC.PRP.DURS', 2015, 56
'Sierra Leone', 'SLE', 'Time required to start a business days', 'IC.REG.DURS', 2015, 10
'Sierra Leone', 'SLE', 'Time to prepare and pay taxes hours', 'IC.TAX.DURS', 2015, 344
'Sierra Leone', 'SLE', 'Time to resolve insolvency years', 'IC.ISV.DURS', 2015, 2.3
'Sierra Leone', 'SLE', 'Total tax rate % of commercial profits', 'IC.TAX.TOTL.CP.ZS', 2015, 31
'Singapore', 'SGP', 'Bank capital to assets ratio %', 'FB.BNK.CAPA.ZS', 2015, 8.81848203059152
'Singapore', 'SGP', 'Bank nonperforming loans to total gross loans %', 'FB.AST.NPER.ZS', 2015, 0.809991697867696
'Singapore', 'SGP', 'Bird species, threatened', 'EN.BIR.THRD.NO', 2015, 17
'Singapore', 'SGP', 'Business extent of disclosure index 0=less disclosure to 10=more disclosure', 'IC.BUS.DISC.XQ', 2015, 10
'Singapore', 'SGP', 'Cost of business start-up procedures % of GNI per capita', 'IC.REG.COST.PC.ZS', 2015, 0.6
'Singapore', 'SGP', 'Depth of credit information index 0=low to 8=high', 'IC.CRD.INFO.XQ', 2015, 7
'Singapore', 'SGP', 'Distance to frontier score 0=lowest performance to 100=frontier', 'IC.BUS.DFRN.XQ', 2015, 87.34
'Singapore', 'SGP', 'Ease of doing business index 1=most business-friendly regulations', 'IC.BUS.EASE.XQ', 2015, 1
'Singapore', 'SGP', 'Fish species, threatened', 'EN.FSH.THRD.NO', 2015, 26
'Singapore', 'SGP', 'Improved sanitation facilities % of population with access', 'SH.STA.ACSN', 2015, 100
'Singapore', 'SGP', 'Improved sanitation facilities, urban % of urban population with access', 'SH.STA.ACSN.UR', 2015, 100
'Singapore', 'SGP', 'Improved water source % of population with access', 'SH.H2O.SAFE.ZS', 2015, 100
'Singapore', 'SGP', 'Improved water source, urban % of urban population with access', 'SH.H2O.SAFE.UR.ZS', 2015, 100
'Singapore', 'SGP', 'Labor tax and contributions % of commercial profits', 'IC.TAX.LABR.CP.ZS', 2015, 15.3
'Singapore', 'SGP', 'Lifetime risk of maternal death %', 'SH.MMR.RISK.ZS', 2015, 0.0121255580081734
'Singapore', 'SGP', 'Lifetime risk of maternal death 1 in: rate varies by country', 'SH.MMR.RISK', 2015, 8200
'Singapore', 'SGP', 'Mammal species, threatened', 'EN.MAM.THRD.NO', 2015, 12
'Singapore', 'SGP', 'Maternal mortality ratio modeled estimate, per 100,000 live births', 'SH.STA.MMRT', 2015, 10
'Singapore', 'SGP', 'Mortality rate, infant per 1,000 live births', 'SP.DYN.IMRT.IN', 2015, 2.1
'Singapore', 'SGP', 'Mortality rate, infant, female per 1,000 live births', 'SP.DYN.IMRT.FE.IN', 2015, 1.9
'Singapore', 'SGP', 'Mortality rate, infant, male per 1,000 live births', 'SP.DYN.IMRT.MA.IN', 2015, 2.3
'Singapore', 'SGP', 'Mortality rate, neonatal per 1,000 live births', 'SH.DYN.NMRT', 2015, 1
'Singapore', 'SGP', 'Mortality rate, under-5 per 1,000', 'SH.DYN.MORT', 2015, 2.7
'Singapore', 'SGP', 'Mortality rate, under-5, female per 1,000 live births', 'SH.DYN.MORT.FE', 2015, 2.5
'Singapore', 'SGP', 'Mortality rate, under-5, male per 1,000 live births', 'SH.DYN.MORT.MA', 2015, 2.9
'Singapore', 'SGP', 'Number of infant deaths', 'SH.DTH.IMRT', 2015, 112
'Singapore', 'SGP', 'Number of maternal deaths', 'SH.MMR.DTHS', 2015, 5
'Singapore', 'SGP', 'Number of neonatal deaths', 'SH.DTH.NMRT', 2015, 53
'Singapore', 'SGP', 'Number of under-five deaths', 'SH.DTH.MORT', 2015, 145
'Singapore', 'SGP', 'Other taxes payable by businesses % of commercial profits', 'IC.TAX.OTHR.CP.ZS', 2015, 1.1
'Singapore', 'SGP', 'Plant species higher, threatened', 'EN.HPT.THRD.NO', 2015, 58
'Singapore', 'SGP', 'Private credit bureau coverage % of adults', 'IC.CRD.PRVT.ZS', 2015, 58.6
'Singapore', 'SGP', 'Procedures to build a warehouse number', 'IC.WRH.PROC', 2015, 10
'Singapore', 'SGP', 'Procedures to register property number', 'IC.PRP.PROC', 2015, 4
'Singapore', 'SGP', 'Profit tax % of commercial profits', 'IC.TAX.PRFT.CP.ZS', 2015, 2
'Singapore', 'SGP', 'Proportion of seats held by women in national parliaments %', 'SG.GEN.PARL.ZS', 2015, 25.252525252525302
'Singapore', 'SGP', 'Public credit registry coverage % of adults', 'IC.CRD.PUBL.ZS', 2015, 0
'Singapore', 'SGP', 'Start-up procedures to register a business number', 'IC.REG.PROC', 2015, 3
'Singapore', 'SGP', 'Strength of legal rights index 0=weak to 12=strong', 'IC.LGL.CRED.XQ', 2015, 8
'Singapore', 'SGP', 'Tax payments number', 'IC.TAX.PAYM', 2015, 6
'Singapore', 'SGP', 'Time required to build a warehouse days', 'IC.WRH.DURS', 2015, 26
'Singapore', 'SGP', 'Time required to enforce a contract days', 'IC.LGL.DURS', 2015, 150
'Singapore', 'SGP', 'Time required to get electricity days', 'IC.ELC.TIME', 2015, 31
'Singapore', 'SGP', 'Time required to register property days', 'IC.PRP.DURS', 2015, 4.5
'Singapore', 'SGP', 'Time required to start a business days', 'IC.REG.DURS', 2015, 2.5
'Singapore', 'SGP', 'Time to prepare and pay taxes hours', 'IC.TAX.DURS', 2015, 83.5
'Singapore', 'SGP', 'Time to resolve insolvency years', 'IC.ISV.DURS', 2015, 0.8
'Singapore', 'SGP', 'Total tax rate % of commercial profits', 'IC.TAX.TOTL.CP.ZS', 2015, 18.4
'Sint Maarten Dutch part', 'SXM', 'Bird species, threatened', 'EN.BIR.THRD.NO', 2015, 0
'Sint Maarten Dutch part', 'SXM', 'Fish species, threatened', 'EN.FSH.THRD.NO', 2015, 29
'Sint Maarten Dutch part', 'SXM', 'Mammal species, threatened', 'EN.MAM.THRD.NO', 2015, 2
'Sint Maarten Dutch part', 'SXM', 'Plant species higher, threatened', 'EN.HPT.THRD.NO', 2015, 2
'Slovak Republic', 'SVK', 'Bank capital to assets ratio %', 'FB.BNK.CAPA.ZS', 2015, 11.2717228269748
'Slovak Republic', 'SVK', 'Bank nonperforming loans to total gross loans %', 'FB.AST.NPER.ZS', 2015, 5.32933799192969
'Slovak Republic', 'SVK', 'Bird species, threatened', 'EN.BIR.THRD.NO', 2015, 11
'Slovak Republic', 'SVK', 'Business extent of disclosure index 0=less disclosure to 10=more disclosure', 'IC.BUS.DISC.XQ', 2015, 3
'Slovak Republic', 'SVK', 'Cost of business start-up procedures % of GNI per capita', 'IC.REG.COST.PC.ZS', 2015, 1.5
'Slovak Republic', 'SVK', 'Depth of credit information index 0=low to 8=high', 'IC.CRD.INFO.XQ', 2015, 6
'Slovak Republic', 'SVK', 'Distance to frontier score 0=lowest performance to 100=frontier', 'IC.BUS.DFRN.XQ', 2015, 75.62
'Slovak Republic', 'SVK', 'Ease of doing business index 1=most business-friendly regulations', 'IC.BUS.EASE.XQ', 2015, 29
'Slovak Republic', 'SVK', 'Fish species, threatened', 'EN.FSH.THRD.NO', 2015, 5
'Slovak Republic', 'SVK', 'Improved sanitation facilities % of population with access', 'SH.STA.ACSN', 2015, 98.8
'Slovak Republic', 'SVK', 'Improved sanitation facilities, rural % of rural population with access', 'SH.STA.ACSN.RU', 2015, 98.2
'Slovak Republic', 'SVK', 'Improved sanitation facilities, urban % of urban population with access', 'SH.STA.ACSN.UR', 2015, 99.4
'Slovak Republic', 'SVK', 'Improved water source % of population with access', 'SH.H2O.SAFE.ZS', 2015, 100
'Slovak Republic', 'SVK', 'Improved water source, rural % of rural population with access', 'SH.H2O.SAFE.RU.ZS', 2015, 100
'Slovak Republic', 'SVK', 'Improved water source, urban % of urban population with access', 'SH.H2O.SAFE.UR.ZS', 2015, 100
'Slovak Republic', 'SVK', 'Labor tax and contributions % of commercial profits', 'IC.TAX.LABR.CP.ZS', 2015, 39.7
'Slovak Republic', 'SVK', 'Lifetime risk of maternal death %', 'SH.MMR.RISK.ZS', 2015, 0.00825551995837333
'Slovak Republic', 'SVK', 'Lifetime risk of maternal death 1 in: rate varies by country', 'SH.MMR.RISK', 2015, 12100
'Slovak Republic', 'SVK', 'Mammal species, threatened', 'EN.MAM.THRD.NO', 2015, 3
'Slovak Republic', 'SVK', 'Maternal mortality ratio modeled estimate, per 100,000 live births', 'SH.STA.MMRT', 2015, 6
'Slovak Republic', 'SVK', 'Methodology assessment of statistical capacity scale 0 - 100', 'IQ.SCI.MTHD', 2015, 90
'Slovak Republic', 'SVK', 'Mortality rate, infant per 1,000 live births', 'SP.DYN.IMRT.IN', 2015, 5.8
'Slovak Republic', 'SVK', 'Mortality rate, infant, female per 1,000 live births', 'SP.DYN.IMRT.FE.IN', 2015, 5.2
'Slovak Republic', 'SVK', 'Mortality rate, infant, male per 1,000 live births', 'SP.DYN.IMRT.MA.IN', 2015, 6.4
'Slovak Republic', 'SVK', 'Mortality rate, neonatal per 1,000 live births', 'SH.DYN.NMRT', 2015, 4.2
'Slovak Republic', 'SVK', 'Mortality rate, under-5 per 1,000', 'SH.DYN.MORT', 2015, 7.3
'Slovak Republic', 'SVK', 'Mortality rate, under-5, female per 1,000 live births', 'SH.DYN.MORT.FE', 2015, 6.6
'Slovak Republic', 'SVK', 'Mortality rate, under-5, male per 1,000 live births', 'SH.DYN.MORT.MA', 2015, 8
'Slovak Republic', 'SVK', 'Number of infant deaths', 'SH.DTH.IMRT', 2015, 314
'Slovak Republic', 'SVK', 'Number of maternal deaths', 'SH.MMR.DTHS', 2015, 3
'Slovak Republic', 'SVK', 'Number of neonatal deaths', 'SH.DTH.NMRT', 2015, 227
'Slovak Republic', 'SVK', 'Number of under-five deaths', 'SH.DTH.MORT', 2015, 400
'Slovak Republic', 'SVK', 'Other taxes payable by businesses % of commercial profits', 'IC.TAX.OTHR.CP.ZS', 2015, 1
'Slovak Republic', 'SVK', 'Overall level of statistical capacity scale 0 - 100', 'IQ.SCI.OVRL', 2015, 86.6666666666667
'Slovak Republic', 'SVK', 'Periodicity and timeliness assessment of statistical capacity scale 0 - 100', 'IQ.SCI.PRDC', 2015, 90
'Slovak Republic', 'SVK', 'Plant species higher, threatened', 'EN.HPT.THRD.NO', 2015, 10
'Slovak Republic', 'SVK', 'Private credit bureau coverage % of adults', 'IC.CRD.PRVT.ZS', 2015, 67.3
'Slovak Republic', 'SVK', 'Procedures to build a warehouse number', 'IC.WRH.PROC', 2015, 10
'Slovak Republic', 'SVK', 'Procedures to register property number', 'IC.PRP.PROC', 2015, 3
'Slovak Republic', 'SVK', 'Profit tax % of commercial profits', 'IC.TAX.PRFT.CP.ZS', 2015, 10.5
'Slovak Republic', 'SVK', 'Proportion of seats held by women in national parliaments %', 'SG.GEN.PARL.ZS', 2015, 18.6666666666667
'Slovak Republic', 'SVK', 'Public credit registry coverage % of adults', 'IC.CRD.PUBL.ZS', 2015, 3.2
'Slovak Republic', 'SVK', 'Source data assessment of statistical capacity scale 0 - 100', 'IQ.SCI.SRCE', 2015, 80
'Slovak Republic', 'SVK', 'Start-up procedures to register a business number', 'IC.REG.PROC', 2015, 6
'Slovak Republic', 'SVK', 'Strength of legal rights index 0=weak to 12=strong', 'IC.LGL.CRED.XQ', 2015, 7
'Slovak Republic', 'SVK', 'Tax payments number', 'IC.TAX.PAYM', 2015, 10
'Slovak Republic', 'SVK', 'Time required to build a warehouse days', 'IC.WRH.DURS', 2015, 286
'Slovak Republic', 'SVK', 'Time required to enforce a contract days', 'IC.LGL.DURS', 2015, 705
'Slovak Republic', 'SVK', 'Time required to get electricity days', 'IC.ELC.TIME', 2015, 121
'Slovak Republic', 'SVK', 'Time required to register property days', 'IC.PRP.DURS', 2015, 16.5
'Slovak Republic', 'SVK', 'Time required to start a business days', 'IC.REG.DURS', 2015, 11.5
